7541,22,0,14,764,49.25,0
3638,35,0,20,910,84.89,1
3048,22,0,18,418,66.58,1
6559,37,0,9,259,6.8,1
3572,41,1,2,954,27.01,1
3970,81,1,21,727,48.46,1
2903,29,1,4,970,97.65,1
3528,91,1,4,701,81.86,1
8785,12,0,12,762,10.07,1
6008,99,0,2,312,41.55,0
2582,86,0,18,312,49.3,0
7480,19,0,6,998,20.0,0
1519,30,0,2,964,48.12,0
4928,8,0,5,170,97.74,1
8795,28,1,12,683,51.41,0
7804,19,0,21,158,29.25,1
5361,53,1,21,963,39.92,0
7058,47,1,22,528,18.6,1
1768,5,0,13,345,74.51,0
3459,74,0,13,284,54.78,1
1266,20,0,21,443,82.86,1
2743,26,0,5,634,62.11,0
4031,73,0,1,348,89.77,1
5484,6,0,8,357,75.55,1
1437,25,0,22,897,7.93,1
3339,28,0,17,204,73.62,0
6998,30,0,6,610,39.68,1
7915,62,0,20,595,76.04,1
1496,82,0,8,687,8.5,1
5970,27,0,24,996,38.06,0
5292,67,1,0,658,42.86,1
9379,37,1,13,148,36.95,0
5779,77,0,6,104,68.0,0
9991,49,1,16,837,23.05,1
6677,25,0,11,190,29.68,0
6327,5,0,19,170,90.99,1
2824,60,1,22,436,77.54,0
4810,35,1,4,281,94.05,1
6706,87,1,18,124,30.41,0
5991,26,0,19,254,49.35,1
1810,41,1,5,138,91.27,1
6524,27,1,0,141,32.02,1
3477,42,0,10,991,79.6,1
1987,90,0,22,696,90.78,1
5689,99,1,15,547,17.84,1
6314,23,0,12,833,91.67,1
4392,76,0,17,474,83.97,1
6491,4,0,6,400,83.96,1
1592,18,1,15,800,31.68,1
4635,3,1,7,423,78.4,1
2224,61,1,17,934,92.4,1
5945,50,0,9,396,49.24,0
7559,74,1,21,581,58.49,1
8036,13,0,18,374,82.45,1
3110,49,1,14,887,80.37,1
8765,41,1,5,146,57.05,0
1773,39,1,22,274,74.84,1
2871,65,0,22,943,84.95,0
4543,99,1,15,919,65.74,0
5868,95,0,19,752,45.93,1
4760,61,0,1,199,30.27,0
4154,97,1,17,351,59.21,0
9144,87,0,20,352,12.13,1
5371,68,0,11,325,3.99,1
5119,67,0,1,287,92.55,1
6602,87,1,0,741,31.3,0
1259,27,0,0,804,62.7,1
4902,81,0,9,636,16.57,1
4697,5,1,16,219,19.33,1
1087,13,0,11,377,63.05,1
3284,14,1,9,796,70.31,1
3310,71,1,18,963,99.12,0
4568,62,1,12,367,95.76,0
9727,34,1,3,450,22.37,1
5840,67,0,8,661,79.86,1
