8983,39,1,20,505,68.46,0
9420,90,0,5,309,67.78,1
6442,72,1,9,633,46.36,0
3398,81,1,9,704,85.48,0
4818,46,0,3,916,11.76,1
1587,84,1,6,844,45.11,0
6497,74,0,19,141,40.17,0
7448,54,1,0,834,79.16,1
3034,55,1,16,936,68.39,1
1756,18,1,20,143,31.35,1
2212,69,0,2,485,83.62,0
9461,4,1,20,155,72.57,1
8344,38,1,6,226,84.12,0
9188,82,1,11,903,17.71,1
3563,21,0,10,457,24.56,1
2426,2,0,15,861,89.9,0
5072,34,1,20,428,47.97,0
1756,20,1,21,483,38.13,1
6201,26,1,22,369,86.17,1
4195,3,0,18,420,89.15,1
5145,19,0,19,535,95.18,1
8457,56,0,17,107,8.31,0
8403,8,0,22,962,78.83,0
9771,25,1,3,237,86.98,1
7548,80,0,17,397,53.02,0
2810,79,0,11,651,18.16,1
1011,62,1,7,230,10.57,1
5201,59,0,14,401,32.27,0
4872,6,0,12,757,30.14,0
3748,7,0,1,708,21.34,0
3041,65,0,4,662,92.06,1
5794,29,0,20,693,58.46,0
9765,38,0,18,910,98.09,1
5584,24,1,21,387,85.74,1
7765,23,0,24,812,30.95,0
4515,6,0,8,216,87.07,1
3121,44,1,20,253,83.2,1
5699,28,0,23,175,20.42,0
6704,71,0,16,316,9.65,1
1107,67,0,1,912,66.15,1
7945,85,1,3,456,53.34,0
4436,19,0,0,840,45.13,0
6850,43,0,0,557,96.36,1
7342,19,0,18,140,61.87,0
7195,25,1,5,508,38.39,1
5771,12,1,13,252,31.74,1
5528,6,1,14,570,68.85,0
5064,51,1,20,572,28.36,1
1459,34,1,7,252,82.6,0
9597,38,0,13,977,21.88,1
9875,79,0,15,231,43.57,1
2067,63,0,19,728,13.71,0
1967,17,1,7,460,81.43,1
1311,46,0,8,199,5.83,1
3956,20,0,0,238,97.62,1
8129,86,1,8,237,23.82,0
6785,33,1,19,167,7.21,0
7226,88,0,23,899,30.5,0
6859,74,1,14,755,6.57,1
5421,99,0,21,552,41.38,0
4971,8,1,1,937,67.55,0
6054,41,0,5,572,80.16,0
8034,54,0,4,140,36.83,1
5656,52,1,2,794,10.08,1
7205,73,0,15,909,13.16,0
3166,71,0,1,406,63.25,1
3469,93,0,19,965,59.74,1
8090,15,0,12,559,81.81,0
8574,42,1,0,566,65.49,0
7982,65,0,21,882,4.21,1
2307,40,1,2,245,60.52,1
5268,46,1,5,841,48.05,1
2467,77,0,13,742,19.04,0
7890,68,0,18,119,27.61,0
2223,49,1,21,991,76.05,1
9395,91,0,14,516,19.43,0
8797,6,1,7,929,17.56,0
8628,51,0,6,674,5.59,1
6804,51,1,6,412,34.3,0
3602,9,1,0,937,20.44,1
3811,37,0,6,281,10.95,0
2035,45,0,14,436,74.21,1
3928,2,1,17,493,84.13,1
9126,73,0,10,191,11.14,1
1063,3,1,20,257,5.43,1
5493,64,1,7,176,37.59,1
1260,32,0,17,729,89.77,0
3353,9,1,3,885,33.38,1
6354,95,0,5,342,39.6,0
9897,25,0,19,487,91.35,0
5002,74,0,20,335,56.0,1
8643,46,1,13,523,8.55,0
4754,8,0,0,689,28.45,0
7159,20,1,2,361,15.83,0
9993,25,1,13,611,9.79,0
4585,21,0,24,830,19.05,1
8745,59,1,20,641,72.28,1
8349,81,0,12,684,70.17,1
6511,18,0,1,638,52.98,1
5156,95,0,20,902,31.86,1
6424,54,0,22,449,59.5,1
5066,71,0,4,338,41.0,0
7327,79,1,2,700,61.23,0
3604,63,1,5,143,98.51,1
1468,17,1,5,535,5.83,1
5835,32,1,17,803,61.78,1
8597,18,0,19,156,56.11,0
6348,91,0,6,139,31.01,0
